event_index,current_global_frame,odb_element,odb_integration_point,mapped_physical_element,decrease_magnitude,previous_sdv15,current_sdv15,previous_sdv14,current_sdv14,previous_abs_sdv14_minus_sdv15,current_abs_sdv14_minus_sdv15,source_defined_equivalent_state_rule,final_category
38,184,84134,4,16430,0.00020730495452880859,0.99936532974243164,0.99915802478790283,0.9994204044342041,0.99927830696105957,5.5074691772460938e-05,0.00012028217315673828,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
39,189,84131,4,16427,0.00020658969879150391,0.99868601560592651,0.99847942590713501,0.99881738424301147,0.99857646226882935,0.00013136863708496094,9.7036361694335938e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
40,187,84138,3,16434,0.00020360946655273438,0.99922823905944824,0.99902462959289551,0.99930727481842041,0.9991268515586853,7.9035758972167969e-05,0.00010222196578979492,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
41,187,84137,3,16433,0.00020319223403930664,0.9991031289100647,0.99889993667602539,0.99920868873596191,0.9989931583404541,0.0001055598258972168,9.3221664428710938e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
42,197,84130,4,16426,0.00019955635070800781,0.97451615333557129,0.97431659698486328,0.97462493181228638,0.9744148850440979,0.00010877847671508789,9.8288059234619141e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
43,187,84130,4,16426,0.00019913911819458008,0.9770817756652832,0.97688263654708862,0.97712653875350952,0.97699731588363647,4.4763088226318359e-05,0.00011467933654785156,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
44,187,84136,4,16432,0.00019490718841552734,0.99904513359069824,0.99885022640228271,0.99915677309036255,0.99893689155578613,0.00011163949966430664,8.6665153503417969e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
45,186,84137,3,16433,0.00019484758377075195,0.99929797649383545,0.9991031289100647,0.99935692548751831,0.99920868873596191,5.8948993682861328e-05,0.0001055598258972168,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
46,191,84130,4,16426,0.00019133090972900391,0.97600972652435303,0.97581839561462402,0.97620683908462524,0.97600972652435303,0.0001971125602722168,0.00019133090972900391,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,staggered_sync_effect
47,199,84131,3,16427,0.00018978118896484375,0.99895346164703369,0.99876368045806885,0.99905306100845337,0.99885600805282593,9.9599361419677734e-05,9.2327594757080078e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
48,189,84140,4,16436,0.00018632411956787109,0.99922662973403931,0.99904030561447144,0.99930334091186523,0.99913537502288818,7.6711177825927734e-05,9.5069408416748047e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
49,187,84138,4,16434,0.00018608570098876953,0.99928528070449829,0.99909919500350952,0.99934446811676025,0.99919843673706055,5.9187412261962891e-05,9.9241733551025391e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
50,189,84140,3,16436,0.00018483400344848633,0.99916595220565796,0.99898111820220947,0.99925684928894043,0.99907052516937256,9.0897083282470703e-05,8.9406967163085938e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
51,193,84677,1,16973,0.00018465518951416016,1.0053251981735229,1.0051405429840088,1.0054124593734741,1.0052322149276733,8.7261199951171875e-05,9.1671943664550781e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
52,189,84141,3,16437,0.00018048286437988281,0.99926400184631348,0.99908351898193359,0.99932920932769775,0.99917906522750854,6.5207481384277344e-05,9.5546245574951172e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
53,194,84677,1,16973,0.00017964839935302734,1.0051405429840088,1.0049608945846558,1.0052322149276733,1.0050486326217651,9.1671943664550781e-05,8.7738037109375e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
54,188,84131,3,16427,0.00017845630645751953,1.0018758773803711,1.0016974210739136,1.002030611038208,1.0018758773803711,0.00015473365783691406,0.00017845630645751953,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,staggered_sync_effect
55,190,84142,4,16438,0.00017833709716796875,0.99923354387283325,0.99905520677566528,0.99930542707443237,0.99914664030075073,7.1883201599121094e-05,9.1433525085449219e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
56,189,84139,4,16435,0.00017786026000976562,0.9991183876991272,0.99894052743911743,0.99921584129333496,0.99902373552322388,9.7453594207763672e-05,8.3208084106445312e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
57,184,84135,3,16431,0.00017780065536499023,0.99938046932220459,0.9992026686668396,0.99942260980606079,0.99930834770202637,4.2140483856201172e-05,0.00010567903518676758,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
58,185,84131,4,16427,0.00017750263214111328,0.9997107982635498,0.99953329563140869,0.99986118078231812,0.9997107982635498,0.00015038251876831055,0.00017750263214111328,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,staggered_sync_effect
59,190,84142,3,16438,0.00017750263214111328,0.99918270111083984,0.99900519847869873,0.99926745891571045,0.99909156560897827,8.4757804870605469e-05,8.6367130279541016e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
60,187,84136,3,16432,0.0001773834228515625,0.99896305799484253,0.99878567457199097,0.99907726049423218,0.99886190891265869,0.00011420249938964844,7.6234340667724609e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
61,200,84131,3,16427,0.00017726421356201172,0.99876368045806885,0.99858641624450684,0.99885600805282593,0.99867284297943115,9.2327594757080078e-05,8.6426734924316406e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
62,183,84132,4,16428,0.00017726421356201172,0.99963927268981934,0.99946200847625732,0.99968403577804565,0.99957013130187988,4.4763088226318359e-05,0.00010812282562255859,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
63,199,84130,4,16426,0.00017637014389038086,0.9742240309715271,0.97404766082763672,0.97431659698486328,0.97413349151611328,9.2566013336181641e-05,8.58306884765625e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
64,190,84143,3,16439,0.0001729130744934082,0.99926513433456421,0.9990922212600708,0.99932652711868286,0.99918413162231445,6.1392784118652344e-05,9.1910362243652344e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
65,190,84141,4,16437,0.00017154216766357422,0.99914246797561646,0.99897092580795288,0.99923360347747803,0.99905169010162354,9.1135501861572266e-05,8.0764293670654297e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
66,192,84145,4,16441,0.00017148256301879883,0.99921822547912598,0.99904674291610718,0.99928742647171021,0.99913144111633301,6.9200992584228516e-05,8.4698200225830078e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
67,185,84132,4,16428,0.00017017126083374023,0.99915146827697754,0.9989812970161438,0.99932301044464111,0.99915146827697754,0.00017154216766357422,0.00017017126083374023,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,staggered_sync_effect
68,192,84145,3,16441,0.00016844272613525391,0.99917387962341309,0.99900543689727783,0.99925380945205688,0.99908459186553955,7.9929828643798828e-05,7.915496826171875e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
69,192,84146,3,16442,0.00016796588897705078,0.99924707412719727,0.99907910823822021,0.99930709600448608,0.9991651177406311,6.0021877288818359e-05,8.6009502410888672e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
70,193,84147,4,16443,0.00016796588897705078,0.9992070198059082,0.99903905391693115,0.99927645921707153,0.99912130832672119,6.9439411163330078e-05,8.2254409790039062e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
71,187,84139,3,16435,0.00016748905181884766,0.99931788444519043,0.99915039539337158,0.99936354160308838,0.99924343824386597,4.5657157897949219e-05,9.3042850494384766e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
72,192,84677,1,16973,0.00016713142395019531,1.0054923295974731,1.0053251981735229,1.0055547952651978,1.0054124593734741,6.2465667724609375e-05,8.7261199951171875e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
73,193,84148,3,16444,0.00016534328460693359,0.99923861026763916,0.99907326698303223,0.9992988109588623,0.9991573691368103,6.0200691223144531e-05,8.4102153778076172e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
74,194,84149,4,16445,0.00016516447067260742,0.99922066926956177,0.99905550479888916,0.99928706884384155,0.99913716316223145,6.6399574279785156e-05,8.1658363342285156e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
75,200,84130,4,16426,0.0001646876335144043,0.97404766082763672,0.97388297319412231,0.97413349151611328,0.97396326065063477,8.58306884765625e-05,8.0287456512451172e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
76,187,84135,4,16431,0.00016462802886962891,0.99890899658203125,0.99874436855316162,0.99902218580245972,0.99881374835968018,0.0001131892204284668,6.9379806518554688e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
77,197,84701,1,16997,0.00016444921493530273,0.99921852350234985,0.99905407428741455,0.99928140640258789,0.99913918972015381,6.2882900238037109e-05,8.5115432739257812e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
78,193,84147,3,16443,0.00016313791275024414,0.99916046857833862,0.99899733066558838,0.99924015998840332,0.99907326698303223,7.9691410064697266e-05,7.5936317443847656e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
79,196,84677,1,16973,0.00016295909881591797,1.0048744678497314,1.0047115087509155,1.0049608945846558,1.0047924518585205,8.6426734924316406e-05,8.0943107604980469e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
80,189,84141,4,16437,0.00016283988952636719,0.99930530786514282,0.99914246797561646,0.99935322999954224,0.99923360347747803,4.7922134399414062e-05,9.1135501861572266e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
81,192,84144,4,16440,0.00016200542449951172,0.99913966655731201,0.9989776611328125,0.99922472238540649,0.99905139207839966,8.5055828094482422e-05,7.3730945587158203e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
82,197,84701,2,16997,0.00016099214553833008,0.99917107820510864,0.99901008605957031,0.99923670291900635,0.9990915060043335,6.5624713897705078e-05,8.1419944763183594e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
83,189,84139,3,16435,0.00016045570373535156,0.99904924631118774,0.99888879060745239,0.99915039539337158,0.99896073341369629,0.00010114908218383789,7.1942806243896484e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
84,196,84151,4,16447,0.00016039609909057617,0.99923652410507202,0.99907612800598145,0.99930721521377563,0.99915635585784912,7.0691108703613281e-05,8.0227851867675781e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
85,187,84132,4,16428,0.00016009807586669922,0.99869966506958008,0.99853956699371338,0.99882245063781738,0.99860543012619019,0.00012278556823730469,6.5863132476806641e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
86,194,84149,3,16445,0.00016009807586669922,0.9991646409034729,0.9990045428276062,0.99924272298812866,0.99907916784286499,7.8082084655761719e-05,7.4625015258789062e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
87,194,84150,3,16446,0.00016003847122192383,0.99925976991653442,0.9990997314453125,0.99931508302688599,0.99918234348297119,5.53131103515625e-05,8.2612037658691406e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
88,190,84131,4,16427,0.00015950202941894531,0.99847942590713501,0.99831992387771606,0.99857646226882935,0.99839597940444946,9.7036361694335938e-05,7.6055526733398438e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
89,186,84137,4,16433,0.00015950202941894531,0.99933892488479614,0.9991794228553772,0.99937760829925537,0.99927091598510742,3.8683414459228516e-05,9.1493129730224609e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
90,197,84702,1,16998,0.00015950202941894531,0.99914562702178955,0.99898612499237061,0.99921113252639771,0.99906653165817261,6.5505504608154297e-05,8.0406665802001953e-05,Consecutive retained ODB frames are not assumed equivalent phase-update states; classify only by precision and SDV14/SDV15 stagger evidence visible in retained fields.,insufficient_mapping_evidence
