
==== File inventory ====
path	size_bytes	modified_time
/home/pr21vyci/projects/adaptive-remeshing/.git/refs/remotes/origin/HEAD	30	2026-07-15 06:17:34.4871859820
/home/pr21vyci/projects/adaptive-remeshing/.git/refs/remotes/origin/main	41	2026-07-15 06:59:16.6346888330
/home/pr21vyci/projects/adaptive-remeshing/.git/refs/stash	41	2026-07-15 06:57:13.5037137050
/home/pr21vyci/projects/adaptive-remeshing/.git/HEAD	21	2026-07-15 06:17:34.4891859810
/home/pr21vyci/projects/adaptive-remeshing/.git/config	292	2026-07-15 06:17:34.4981859780
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/pack/pack-61b76b3f03e6cf57e6d7522a28323d66bdf4a517.pack	7961921	2026-07-15 06:17:34.4731859860
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/pack/pack-61b76b3f03e6cf57e6d7522a28323d66bdf4a517.rev	1488	2026-07-15 06:17:34.4661859870
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/pack/pack-61b76b3f03e6cf57e6d7522a28323d66bdf4a517.idx	11124	2026-07-15 06:17:34.4651859880
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/f5/08a469e8247565e3df539346c219b413e492b8	219	2026-07-15 06:24:51.8790766880
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/ec/8ace3e5f44d762d21eac44ba6979ebcf643860	590	2026-07-15 06:24:51.8810766880
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/12/1713350adfc399c873730007d5f4a8786a99cc	17300	2026-07-15 06:24:51.8830766880
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/57/282b08c770a70927a4579a302bf713577b02bb	221	2026-07-15 06:24:51.8840766880
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/a4/524aca07a57f2e31af7f3c351828581e2e2f1b	4116	2026-07-15 06:24:51.8850766870
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/a4/98fdf4bbcdcfdd8acf1dd7db9888ba3a5eb3e6	172	2026-07-15 06:24:51.8880766870
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/84/caa4df2ff837ddc28b007a1178d6b18a0a1137	486	2026-07-15 06:24:51.8860766870
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/9a/02d9a6fd9c03db856e6eb0ae7ae7abcf37229a	507	2026-07-15 06:48:03.7008266440
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/3f/53b2ea05635933145217882de3726382baac02	1093	2026-07-15 06:24:51.8870766870
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/d0/79b646b8430857f78d839bb20cc6ff6453780e	117	2026-07-15 06:24:51.8900766870
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/44/ac10728511e16bd197b11e668ec3c9bc2eaef7	227	2026-07-15 06:24:51.8900766870
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/5b/9e93719ee001e734c5d91bdc03ab5fa3136611	73	2026-07-15 06:24:51.8910766870
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/d2/e9e3c0d1e86e5f12772cb3d7e191a5377ea54f	222	2026-07-15 06:47:56.7398281250
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/d2/e2ca5f3c5e8d304e8241df76938fa18cae88b4	57	2026-07-15 06:57:06.9747150220
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/de/187406edc6a124fe7e0c81f2d3027e26cf74c9	590	2026-07-15 06:47:56.7408281240
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/f2/d9cf3cd565c59c806c9cb1e6defc593abd9e18	17545	2026-07-15 06:47:56.7438281240
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/5e/b4529e8b9ed63562332ae47fea31567cd03fc1	385	2026-07-15 06:47:56.7438281240
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/cf/1c72af3afa1115baf5fc6535cd9e3e6f33a3f9	4992	2026-07-15 06:47:56.7458281240
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/4c/e354ce01f9e4d58e0aa347f31c3aa11dbdc6b9	763	2026-07-15 06:47:56.7458281240
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/bb/2ff28b18ee8417f101fd9a708cc2e0d08ac178	1054	2026-07-15 06:47:56.7478281230
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/bb/0cf17bfbfefe25042d6e0c699c9e9656d84442	111	2026-07-15 06:48:03.7078266420
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/20/a200c75446e61b44fd6a71a8da10a7941de180	602	2026-07-15 06:57:13.4887137080
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/51/3bbee2d8bcbe7de52875dc54c7ad7572a0c6f0	179	2026-07-15 06:48:03.7038266430
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/51/c2fe6c7ef5468d198fcb4ce20bb055f84277bd	111	2026-07-15 06:47:56.7558281210
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/43/e4a6bb317c67b764f3b83bba021af1e73c57dd	943	2026-07-15 06:48:03.7038266430
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/1a/c76ad86d7f985182cd6ca15634ac475dc91aa1	57	2026-07-15 06:48:03.7038266430
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/be/efee038de7f0b17e47d626084c62f8edeee4f4	105	2026-07-15 06:48:03.7048266430
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/2c/b8cffac045c9e87b282bde78f44c1c33b39919	172	2026-07-15 06:47:56.7528281220
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/05/b64453f21b3d3c11cee5853444a33ac9e0b597	118	2026-07-15 06:47:56.7538281220
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/05/3c3081f255aeaefe30b2b267dfb3f04bc48c09	174	2026-07-15 06:57:06.9787150210
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/d5/1a07d7a408520e37b5d7be4a0d24bc6fbff35f	173	2026-07-15 06:47:56.7548281220
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/2e/198d568bdd65eb8f2fe7a5d3cb3efa7c1476b5	284	2026-07-15 06:48:03.7058266420
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/68/0f76c08bc97eb45d6c3ed1fd4c5128606a09d4	838	2026-07-15 06:48:03.6998266440
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/3d/4d8bd2b8d40a0d76e291ae29f213993410ea9a	1038	2026-07-15 06:48:03.7008266440
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/3d/132b5ff75161442513e6dc533e394be110758e	98	2026-07-15 06:57:13.4957137070
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/e2/ed67b1e315d7c5fda26e797acf4fc614f9beaf	940	2026-07-15 06:48:03.7008266440
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/13/a188dbb0987e067cd39a7220c89b384b4bb2fb	95	2026-07-15 06:48:03.7018266430
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/bc/bff6948a8a56bf1bddfa20a26c522eef9abc3e	285	2026-07-15 06:47:56.7608281200
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/61/43baf21518e63c3cc85e7acd3620d53cf4a283	570	2026-07-15 06:48:03.7038266430
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/61/b2af433ed145e3414e29a6af21a0df42483510	227	2026-07-15 06:59:16.6206888360
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/d9/3a85cde01f3129ce9410c97514cf7dfa4065f4	227	2026-07-15 06:48:03.7178266400
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/2d/288f5489004cc8e7e6cc63c07fcf78a2996333	73	2026-07-15 06:48:03.7178266400
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/2f/3a47afcd147e008e25de9475c4cd591ddf52d0	192	2026-07-15 06:48:03.6968266440
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/e3/edd668e076878c9b0383ca7dcf5b47af0bf0dc	1007	2026-07-15 06:48:03.7028266430
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/79/421def08535885ba91cc14fabc10944feac782	285	2026-07-15 06:48:03.7078266420
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/25/260499b0db6cadc6e6b88ed786fd05a7fd6f77	45	2026-07-15 06:48:03.7088266420
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/74/3419cd696f6669093318a1640ef719437600e2	126	2026-07-15 06:48:03.7098266420
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/71/54d3adb6456cf08f684046e75c7cafba28960f	167	2026-07-15 06:48:03.7108266410
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/71/40c001a6ccb471b75f314be63dd0e7ea1fbed3	820	2026-07-15 06:57:06.9717150230
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/ac/b1158fc2e53328d19e3f342d9206be64f9f8c4	589	2026-07-15 06:48:03.7188266400
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/93/dcd4a354c18aa15575f7399e315fc5056f5b9f	226	2026-07-15 06:48:03.7208266390
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/93/37565aa3ff8f5603d20173a27399ba9dac3de0	34	2026-07-15 06:57:13.4897137080
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/41/18f636db59f8e321edccafc44e5c532e7019e6	216	2026-07-15 06:57:06.9637150240
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/e1/47437767ca90ee07331812e4622be1cb22f14f	590	2026-07-15 06:57:06.9657150240
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/eb/1ee0a653a2cecdf3a3ad447ddb4a8e24fb8b25	17437	2026-07-15 06:57:06.9677150230
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/ab/4b47dd848d7e811cd9a745ca0882af71e642c3	315	2026-07-15 06:57:06.9677150230
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/30/8cfb2f29645c6dc19f5f0de0f9dc78989c4498	414	2026-07-15 06:57:06.9687150230
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/02/96fc87b7979931adc78e8e1fe77781ca7e53bc	5127	2026-07-15 06:57:06.9707150230
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/29/121ef80ec7522dae24530c6b48ca63c1f31182	906	2026-07-15 06:57:13.4887137080
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/64/a49dfa0bc7522943f7084ce0ba37d1fd3b9926	1273	2026-07-15 06:57:13.4887137080
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/64/1a59fdd87d213d237dabd0e9e9f339af6d81b7	277	2026-07-15 06:59:16.6106888380
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/59/9e0ea7fad4f3e414c68b43a8fa6f6299c9746e	1007	2026-07-15 06:57:13.4897137080
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/66/d9cd6da0649ea9fc21e11a6e44618b65a29c2f	108	2026-07-15 06:57:13.4907137080
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/df/abe600a6df8fbccff9bb432df015ddaf49994d	172	2026-07-15 06:57:06.9767150220
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/70/60f4f83d000ba6e22eeb817753962b20518f83	118	2026-07-15 06:57:06.9777150210
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/a3/e102e0815dc366e6a89c4abed9b961dfaf53f4	144	2026-07-15 06:57:06.9797150210
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/c2/21143f4186053e9e00219971b601bc2b6d91d4	193	2026-07-15 06:57:13.4847137090
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/b9/6eff365d9db452fb8afdbd7c5bd76115139505	57	2026-07-15 06:57:13.4907137080
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/62/4c5f359b78077b177a2c8ea81de48b685e925b	315	2026-07-15 06:57:13.4927137070
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/21/ab2a5c32b86b70d445a6006bd188f1149e320c	90	2026-07-15 06:57:13.4937137070
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/c4/95a998aa6bd4e4a804b1f59e925402c25e2dcf	45	2026-07-15 06:57:13.4947137070
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/ce/f6d640faf09fdeaeed7b2dbc050db4706e59e7	170	2026-07-15 06:57:13.4967137070
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/91/f978dfee18bf3fce27ccc271e7c16ce0d3fea4	225	2026-07-15 06:57:13.5017137050
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/b2/db162ff7a4a8cf034c20884323f3f674999e61	217	2026-07-15 06:59:16.6066888390
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/4e/346968404a3c6fbe188310912e51a8103a6ea5	590	2026-07-15 06:59:16.6076888380
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/fa/6007f571bb5600554545ae04a030e3eaacfca1	17472	2026-07-15 06:59:16.6096888380
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/c1/a823952662149ed4146f1c0288df83ae6f2b73	5463	2026-07-15 06:59:16.6126888370
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/96/b202b687ec1092eeb2073e16c14c7ae4e0426a	617	2026-07-15 06:59:16.6126888370
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/f3/71682c0f121fdf7d8b3780aacc9614355bc8fc	427	2026-07-15 06:59:16.6136888370
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/5a/ec3cf107a07e25926e849817286f717d723f64	312	2026-07-15 06:59:16.6156888370
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/5a/984b4acd2f3e471810ad61f49cee393c7637b0	240	2026-07-15 06:59:16.6176888360
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/db/27ade267589f392011bf7d4ca0a98ba779286f	1062	2026-07-15 06:59:16.6166888370
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/f1/ba5a60488b4457f84874eebcea757284c64e58	173	2026-07-15 06:59:16.6186888360
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/d8/32c05bed860a7946056aa1d8dfb523b36ccb9b	117	2026-07-15 06:59:16.6196888360
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/5f/bfaeea2ffb7bf9396be9816b393dcae483a4ba	114	2026-07-15 06:59:16.6216888360
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/69/9e3be022d591fe4501af4dec0a2945e2a54b52	137	2026-07-15 06:59:16.6216888360
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/94/6770dadff6a5fcda1200a3f895590aa764ab95	80	2026-07-15 06:59:16.6226888350
/home/pr21vyci/projects/adaptive-remeshing/.git/objects/e0/c83ff57b1cec90d26601ed38d8f8c7f6e5ccc1	150	2026-07-15 06:59:16.6236888350
/home/pr21vyci/projects/adaptive-remeshing/.git/packed-refs	112	2026-07-15 06:17:34.4831859830
/home/pr21vyci/projects/adaptive-remeshing/.git/logs/refs/remotes/origin/HEAD	241	2026-07-15 06:17:34.4871859820
/home/pr21vyci/projects/adaptive-remeshing/.git/logs/refs/remotes/origin/main	792	2026-07-15 06:59:16.6356888330
/home/pr21vyci/projects/adaptive-remeshing/.git/logs/refs/heads/main	1033	2026-07-15 06:59:16.6876888220
/home/pr21vyci/projects/adaptive-remeshing/.git/logs/refs/stash	333	2026-07-15 06:57:13.5037137050
/home/pr21vyci/projects/adaptive-remeshing/.git/logs/HEAD	1319	2026-07-15 06:59:16.6876888220
/home/pr21vyci/projects/adaptive-remeshing/.git/index	26769	2026-07-15 07:01:26.6446631980
/home/pr21vyci/projects/adaptive-remeshing/.git/FETCH_HEAD	127	2026-07-15 06:59:16.6366888330
/home/pr21vyci/projects/adaptive-remeshing/.git/ORIG_HEAD	41	2026-07-15 06:59:16.6436888310
/home/pr21vyci/projects/adaptive-remeshing/.gitattributes	579	2026-07-15 06:17:34.5071859760
/home/pr21vyci/projects/adaptive-remeshing/.gitignore	1560	2026-07-15 06:17:34.5081859760
/home/pr21vyci/projects/adaptive-remeshing/README.md	3456	2026-07-15 06:17:34.5091859750
/home/pr21vyci/projects/adaptive-remeshing/THESIS_PLAN.md	11076	2026-07-15 06:17:34.5111859750
/home/pr21vyci/projects/adaptive-remeshing/WORKSPACE_STRUCTURE.md	4522	2026-07-15 06:17:34.5121859740
/home/pr21vyci/projects/adaptive-remeshing/adaptive_remeshing_phase_field_agent.md	28401	2026-07-15 06:17:34.5131859740
/home/pr21vyci/projects/adaptive-remeshing/agent_handoff/.agent.md	39696	2026-07-15 06:59:16.6756888250
/home/pr21vyci/projects/adaptive-remeshing/agent_handoff/ENVIRONMENT.md	13095	2026-07-15 06:59:16.6766888240
/home/pr21vyci/projects/adaptive-remeshing/agent_handoff/MANIFEST.md	1148	2026-07-15 06:59:16.6776888240
/home/pr21vyci/projects/adaptive-remeshing/agent_handoff/README.md	692	2026-07-15 06:59:16.6786888240
/home/pr21vyci/projects/adaptive-remeshing/agent_handoff/abaqus_user_subroutine_smoke.inp	509	2026-07-15 06:59:16.6796888240
/home/pr21vyci/projects/adaptive-remeshing/agent_handoff/abaqus_user_subroutine_smoke.pbs	2369	2026-07-15 06:59:16.6806888240
/home/pr21vyci/projects/adaptive-remeshing/agent_handoff/uexternaldb_smoke.for	336	2026-07-15 06:59:16.6816888240
/home/pr21vyci/projects/adaptive-remeshing/configs/README.md	125	2026-07-15 06:17:34.5181859730
/home/pr21vyci/projects/adaptive-remeshing/configs/benchmark_mode_II_or_l_panel.template.json	459	2026-07-15 06:17:34.5191859730
/home/pr21vyci/projects/adaptive-remeshing/configs/benchmark_mode_I_single_edge_notch.example.json	893	2026-07-15 06:17:34.5191859730
/home/pr21vyci/projects/adaptive-remeshing/configs/postprocessing_contract.json	797	2026-07-15 06:17:34.5201859720
/home/pr21vyci/projects/adaptive-remeshing/configs/remeshing_miseseri_pre_refinement.example.json	846	2026-07-15 06:17:34.5201859720
/home/pr21vyci/projects/adaptive-remeshing/configs/run_manifest.example.json	1377	2026-07-15 06:17:34.5211859720
/home/pr21vyci/projects/adaptive-remeshing/configs/run_manifest.schema.json	963	2026-07-15 06:17:34.5211859720
/home/pr21vyci/projects/adaptive-remeshing/configs/state_transfer_controlled_field.example.json	1014	2026-07-15 06:17:34.5221859720
/home/pr21vyci/projects/adaptive-remeshing/configs/validation/stage_a_single_notch_tolerances.json	512	2026-07-15 06:17:34.5241859710
/home/pr21vyci/projects/adaptive-remeshing/docs/EXPERIMENT_RECORD_TEMPLATE.md	2167	2026-07-15 06:17:34.5241859710
/home/pr21vyci/projects/adaptive-remeshing/docs/decisions/0001-starter-pipeline-scope.md	984	2026-07-15 06:17:34.5251859710
/home/pr21vyci/projects/adaptive-remeshing/docs/decisions/0002-gate-a3-reference-route.md	3198	2026-07-15 06:17:34.5261859700
/home/pr21vyci/projects/adaptive-remeshing/docs/methods/hpc_environment_probe_20260715.txt	2508	2026-07-15 06:25:11.8700754280
/home/pr21vyci/projects/adaptive-remeshing/docs/methods/ENVIRONMENT.md	13095	2026-07-15 06:59:16.6816888240
/home/pr21vyci/projects/adaptive-remeshing/docs/reports/STAGE_A_BASELINE_REPORT.tex	20049	2026-07-15 06:17:34.5281859700
/home/pr21vyci/projects/adaptive-remeshing/models/README.md	182	2026-07-15 06:17:34.5291859700
/home/pr21vyci/projects/adaptive-remeshing/models/baseline_original/README.md	130	2026-07-15 06:17:34.5291859700
/home/pr21vyci/projects/adaptive-remeshing/models/baseline_original/molnar_gravouil_2017/01_One_Element/OneElement.for	19380	2026-07-15 06:17:34.5311859690
/home/pr21vyci/projects/adaptive-remeshing/models/baseline_original/molnar_gravouil_2017/01_One_Element/OneElement.inp	4104	2026-07-15 06:17:34.5311859690
/home/pr21vyci/projects/adaptive-remeshing/models/baseline_original/molnar_gravouil_2017/02_Single_Notch_Tension/SingleNotch.for	19386	2026-07-15 06:17:34.5331859680
/home/pr21vyci/projects/adaptive-remeshing/models/baseline_original/molnar_gravouil_2017/02_Single_Notch_Tension/SingleNotch.inp	488307	2026-07-15 06:17:34.5361859670
/home/pr21vyci/projects/adaptive-remeshing/models/baseline_original/molnar_gravouil_2017/03_Double_Notch_Tension/DoubleNotch.for	19388	2026-07-15 06:17:34.5371859670
/home/pr21vyci/projects/adaptive-remeshing/models/baseline_original/molnar_gravouil_2017/03_Double_Notch_Tension/DoubleNotch.inp	1345247	2026-07-15 06:17:34.5451859650
/home/pr21vyci/projects/adaptive-remeshing/models/baseline_original/molnar_gravouil_2017/04_One_Element_3D/OneElement3D.for	24184	2026-07-15 06:17:34.5471859640
/home/pr21vyci/projects/adaptive-remeshing/models/baseline_original/molnar_gravouil_2017/04_One_Element_3D/OneElement3D.inp	4163	2026-07-15 06:17:34.5481859640
/home/pr21vyci/projects/adaptive-remeshing/models/baseline_original/molnar_gravouil_2017/README.md	2524	2026-07-15 06:17:34.5481859640
/home/pr21vyci/projects/adaptive-remeshing/models/mode_II_or_l_panel/README.md	160	2026-07-15 06:17:34.5491859640
/home/pr21vyci/projects/adaptive-remeshing/models/mode_I_single_edge_notch/README.md	166	2026-07-15 06:17:34.5501859640
/home/pr21vyci/projects/adaptive-remeshing/models/state_transfer/README.md	148	2026-07-15 06:17:34.5511859630
/home/pr21vyci/projects/adaptive-remeshing/references/derived/molnar_gravouil_2017/single_notch/REFERENCE_APPLICABILITY_MATRIX.md	2595	2026-07-15 06:17:34.5531859630
/home/pr21vyci/projects/adaptive-remeshing/references/derived/molnar_gravouil_2017/single_notch/REFERENCE_PROVENANCE.md	3547	2026-07-15 06:17:34.5531859630
/home/pr21vyci/projects/adaptive-remeshing/references/derived/molnar_gravouil_2017/single_notch/crack_path_reference.csv	1496	2026-07-15 06:17:34.5541859630
/home/pr21vyci/projects/adaptive-remeshing/references/derived/molnar_gravouil_2017/single_notch/reference_applicability_matrix.csv	2793	2026-07-15 06:17:34.5541859630
/home/pr21vyci/projects/adaptive-remeshing/references/derived/molnar_gravouil_2017/single_notch/rf_u_reference.csv	154	2026-07-15 06:17:34.5551859620
/home/pr21vyci/projects/adaptive-remeshing/references/notes/README.md	562	2026-07-15 06:17:34.5551859620
/home/pr21vyci/projects/adaptive-remeshing/references/notes/benchmark_map.md	1143	2026-07-15 06:17:34.5561859620
/home/pr21vyci/projects/adaptive-remeshing/references/notes/diddige_roth_kiefer_2025.md	1027	2026-07-15 06:17:34.5561859620
/home/pr21vyci/projects/adaptive-remeshing/references/notes/equation_variable_map.md	1803	2026-07-15 06:17:34.5571859620
/home/pr21vyci/projects/adaptive-remeshing/references/notes/implementation_decision_map.md	959	2026-07-15 06:17:34.5571859620
/home/pr21vyci/projects/adaptive-remeshing/references/notes/literature_index.json	1677	2026-07-15 06:17:34.5581859610
/home/pr21vyci/projects/adaptive-remeshing/references/notes/molnar_gravouil_2017.md	1199	2026-07-15 06:17:34.5581859610
/home/pr21vyci/projects/adaptive-remeshing/references/notes/msekh_etal_2015.md	980	2026-07-15 06:17:34.5591859610
/home/pr21vyci/projects/adaptive-remeshing/references/notes/pandey_kumar_2025.md	1108	2026-07-15 06:17:34.5591859610
/home/pr21vyci/projects/adaptive-remeshing/references/notes/rapid_study_guide_2026.md	812	2026-07-15 06:17:34.5601859610
/home/pr21vyci/projects/adaptive-remeshing/results/figures/README.md	158	2026-07-15 06:17:34.5621859600
/home/pr21vyci/projects/adaptive-remeshing/results/figures/stage_a_baseline/matched_state_01_Step-1_frame_0020_clipped_sdv15.pdf	75574	2026-07-15 06:17:34.5631859600
/home/pr21vyci/projects/adaptive-remeshing/results/figures/stage_a_baseline/matched_state_01_Step-1_frame_0020_clipped_sdv15.png	252840	2026-07-15 06:17:34.5651859590
/home/pr21vyci/projects/adaptive-remeshing/results/figures/stage_a_baseline/matched_state_01_Step-1_frame_0020_raw_sdv15.pdf	90783	2026-07-15 06:17:34.5661859590
