event_index,previous_global_frame,current_global_frame,visualization_label,physical_label,u1_label,u2_label,odb_ip,source_storage_ip,ip_mapping,source_update_state,previous_sdv14,current_sdv14,previous_sdv15,current_sdv15,previous_sdv16,current_sdv16,decrease_magnitude,equivalent_completed_phase_previous,equivalent_completed_phase_current,mapping_status,final_category,category_reason,prior_category
11,186,187,84131,16427,16427,50279,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99933618307113647,0.99896824359893799,0.99914592504501343,0.99881738424301147,220.88490295410156,220.88490295410156,0.00032854080200195312,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
12,192,193,84130,16426,16426,50278,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.97562932968139648,0.97528672218322754,0.97545403242111206,0.97513484954833984,150.66653442382812,150.66653442382812,0.0003191828727722168,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
13,183,184,84132,16428,16428,50280,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99957013130187988,0.99932301044464111,0.99946200847625732,0.99915146827697754,257.94308471679688,257.94308471679688,0.00031054019927978516,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
14,186,187,84132,16428,16428,50280,3,4,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99841535091400146,0.99805045127868652,0.99821799993515015,0.99792343378067017,268.68121337890625,268.68121337890625,0.00029456615447998047,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
15,193,194,84131,16427,16427,50279,3,4,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",1.0000951290130615,0.99977844953536987,0.99993216991424561,0.99963885545730591,232.453857421875,232.453857421875,0.00029331445693969727,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
16,186,187,84131,16427,16427,50279,3,4,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",1.0022588968276978,1.002030611038208,1.0021626949310303,1.0018758773803711,232.453857421875,232.453857421875,0.00028681755065917969,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
17,183,184,84133,16429,16429,50281,3,4,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99960136413574219,0.99937665462493896,0.99950480461120605,0.99921798706054688,209.57473754882812,209.57473754882812,0.00028681755065917969,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
18,185,186,84132,16428,16428,50280,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99915146827697754,0.99882245063781738,0.9989812970161438,0.99869966506958008,257.94308471679688,257.94308471679688,0.0002816319465637207,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
19,193,194,84130,16426,16426,50278,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.97528672218322754,0.97499161958694458,0.97513484954833984,0.97486156225204468,150.66653442382812,150.66653442382812,0.00027328729629516602,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
20,183,184,84133,16429,16429,50281,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99945700168609619,0.99925363063812256,0.99937140941619873,0.99910438060760498,207.03047180175781,207.03047180175781,0.00026702880859375,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
21,183,184,84131,16427,16427,50279,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",1.0000337362289429,0.99986118078231812,0.99996775388717651,0.9997107982635498,220.88490295410156,220.88490295410156,0.00025695562362670898,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
22,183,184,84134,16430,16430,50282,3,4,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.9994085431098938,0.99922728538513184,0.99933403730392456,0.9990883469581604,204.5533447265625,204.5533447265625,0.00024569034576416016,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
23,185,186,84134,16430,16430,50282,3,4,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.9990883469581604,0.998809814453125,0.99894517660140991,0.9987034797668457,204.5533447265625,204.5533447265625,0.00024169683456420898,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
24,185,186,84133,16429,16429,50281,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99910438060760498,0.99881958961486816,0.99895620346069336,0.99871551990509033,207.03047180175781,207.03047180175781,0.00024068355560302734,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
25,195,196,84131,16427,16427,50279,3,4,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99963885545730591,0.99938470125198364,0.99950641393661499,0.99926775693893433,232.453857421875,232.453857421875,0.00023865699768066406,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
26,185,186,84135,16431,16431,50283,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99925494194030762,0.99902218580245972,0.99914610385894775,0.99890899658203125,202.06367492675781,202.06367492675781,0.00023710727691650391,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
27,185,186,84134,16430,16430,50282,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99915802478790283,0.99889445304870605,0.99902510643005371,0.99878811836242676,203.03425598144531,203.03425598144531,0.00023698806762695312,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
28,185,186,84135,16431,16431,50283,3,4,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.9992026686668396,0.99895137548446655,0.99907892942428589,0.99884319305419922,202.22296142578125,202.22296142578125,0.00023573637008666992,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
29,185,186,84133,16429,16429,50281,3,4,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99921798706054688,0.99893075227737427,0.99906629323959351,0.99883294105529785,209.57473754882812,209.57473754882812,0.0002333521842956543,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
30,185,186,84136,16432,16432,50284,3,4,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99928998947143555,0.99907726049423218,0.9991944432258606,0.99896305799484253,201.05180358886719,201.05180358886719,0.00023138523101806641,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
31,182,183,84132,16428,16428,50280,3,4,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99951475858688354,0.99934053421020508,0.99943745136260986,0.99921154975891113,268.68121337890625,268.68121337890625,0.00022590160369873047,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
32,195,196,84130,16426,16426,50278,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.97486156225204468,0.97462493181228638,0.97473818063735962,0.97451615333557129,150.66653442382812,150.66653442382812,0.00022202730178833008,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
34,196,197,84131,16427,16427,50279,3,4,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99938470125198364,0.99915885925292969,0.99926775693893433,0.99905306100845337,232.453857421875,232.453857421875,0.00021469593048095703,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
35,185,186,84136,16432,16432,50284,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99933344125747681,0.99915677309036255,0.99925923347473145,0.99904513359069824,201.35389709472656,201.35389709472656,0.00021409988403320312,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
36,186,187,84137,16433,16433,50285,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99927091598510742,0.99907183647155762,0.9991794228553772,0.99897122383117676,201.32418823242188,201.32418823242188,0.00020819902420043945,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
38,183,184,84134,16430,16430,50282,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.9994204044342041,0.99927830696105957,0.99936532974243164,0.99915802478790283,203.03425598144531,203.03425598144531,0.00020730495452880859,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
39,188,189,84131,16427,16427,50279,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99881738424301147,0.99857646226882935,0.99868601560592651,0.99847942590713501,220.88490295410156,220.88490295410156,0.00020658969879150391,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
40,186,187,84138,16434,16434,50286,3,4,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99930727481842041,0.9991268515586853,0.99922823905944824,0.99902462959289551,201.57673645019531,201.57673645019531,0.00020360946655273438,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
41,186,187,84137,16433,16433,50285,3,4,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99920868873596191,0.9989931583404541,0.9991031289100647,0.99889993667602539,201.17720031738281,201.17720031738281,0.00020319223403930664,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
42,196,197,84130,16426,16426,50278,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.97462493181228638,0.9744148850440979,0.97451615333557129,0.97431659698486328,150.66653442382812,150.66653442382812,0.00019955635070800781,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
43,186,187,84130,16426,16426,50278,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.97712653875350952,0.97699731588363647,0.9770817756652832,0.97688263654708862,150.66653442382812,150.66653442382812,0.00019913911819458008,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
44,186,187,84136,16432,16432,50284,4,3,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99915677309036255,0.99893689155578613,0.99904513359069824,0.99885022640228271,201.35389709472656,201.35389709472656,0.00019490718841552734,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
45,185,186,84137,16433,16433,50285,3,4,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99935692548751831,0.99920868873596191,0.99929797649383545,0.9991031289100647,201.17720031738281,201.17720031738281,0.00019484758377075195,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
47,198,199,84131,16427,16427,50279,3,4,ODB IP 3/4 swapped in UMAT; ODB IP 1/2 unchanged,"U1 SDV15 copied from USRVAR(physical,15,source_ip); U2 SDV14 copied from USRVAR(physical,14,source_ip)",0.99905306100845337,0.99885600805282593,0.99895346164703369,0.99876368045806885,232.453857421875,232.453857421875,0.00018978118896484375,not_observable_from_retained_outputs,not_observable_from_retained_outputs,pass,insufficient_output_evidence,"U1/U2/CPS4 label and IP mapping are resolved, but retained field outputs do not expose the complete within-increment U1 phase-solve call sequence; therefore equivalent completed phase-update states cannot be constructed.",insufficient_mapping_evidence
