relative_path,type,size_bytes,last_modified,git_status,canonical_or_generated,stage
docs/methods/ABAQUS_PYTHON_COMPATIBILITY_NOTE.md,md,1686,2026-07-20T12:18:38.240504+00:00,tracked,canonical,docs
docs/methods/ENVIRONMENT.md,md,14865,2026-07-16T08:46:44.686614+00:00,tracked,canonical,docs
docs/methods/MOLNAR_LAYERED_DECK_MAPPING.md,md,1101,2026-07-16T05:09:09.022020+00:00,tracked,canonical,docs
docs/methods/MOLNAR_PAPER_MATCHED_DECK_REQUIREMENTS.md,md,3622,2026-07-16T05:09:58.305636+00:00,tracked,canonical,docs
docs/methods/hpc_environment_probe_20260715.txt,txt,2508,2026-07-15T04:19:13.332438+00:00,tracked,canonical,docs
docs/project/MISTAKES_AND_FIXES_LOG.md,md,41999,2026-07-25T05:18:12.083754+00:00,tracked,canonical,docs
docs/project/PROJECT_PHASE_CHECKLIST.md,md,70353,2026-07-25T06:49:00.031737+00:00,tracked,canonical,docs
docs/reports/FINAL_REPRODUCIBILITY_AUDIT.md,md,900,2026-07-25T06:14:58.127342+00:00,tracked,canonical,docs
docs/reports/STAGE_A_BASELINE_REPORT.pdf,pdf,1072387,2026-07-17T04:40:54.998369+00:00,untracked,canonical,docs
docs/reports/STAGE_A_BASELINE_REPORT.synctex.gz,gz,135545,2026-07-17T04:40:54.998369+00:00,untracked,canonical,docs
docs/reports/STAGE_A_BASELINE_REPORT.tex,tex,53906,2026-07-25T05:53:20.651927+00:00,tracked,canonical,docs
docs/reports/STAGE_A_EXECUTION_AND_FAILURE_LOG.pdf,pdf,243405,2026-07-17T04:41:06.998510+00:00,untracked,canonical,docs
docs/reports/STAGE_A_EXECUTION_AND_FAILURE_LOG.synctex.gz,gz,157763,2026-07-17T04:41:06.998510+00:00,untracked,canonical,docs
docs/reports/STAGE_A_EXECUTION_AND_FAILURE_LOG.tex,tex,62999,2026-07-25T05:53:20.653363+00:00,tracked,canonical,docs
docs/reports/STAGE_B_EXECUTION_AND_FAILURE_LOG.tex,tex,5321,2026-07-25T05:52:55.895922+00:00,tracked,canonical,docs
docs/reports/STAGE_B_RESULTS_REPORT.tex,tex,6200,2026-07-25T05:52:55.894921+00:00,tracked,canonical,docs
docs/reports/STAGE_C_MISESERI_REPORT.pdf,pdf,137214,2026-07-22T07:22:49.671988+00:00,untracked,canonical,docs
docs/reports/STAGE_C_MISESERI_REPORT.synctex.gz,gz,8405,2026-07-22T07:22:49.673347+00:00,untracked,canonical,docs
docs/reports/STAGE_C_MISESERI_REPORT.tex,tex,2877,2026-07-22T07:22:17.427691+00:00,tracked,canonical,docs
docs/reports/STAGE_D2_STATE_INGESTION_REPORT.pdf,pdf,136348,2026-07-22T10:53:56.623842+00:00,untracked,canonical,docs
docs/reports/STAGE_D2_STATE_INGESTION_REPORT.synctex.gz,gz,22992,2026-07-22T10:53:56.623842+00:00,untracked,canonical,docs
docs/reports/STAGE_D2_STATE_INGESTION_REPORT.tex,tex,21589,2026-07-23T13:09:25.353297+00:00,tracked,canonical,docs
docs/reports/SUPERVISOR_PROGRESS_UPDATE_2026-07-24.tex,tex,11667,2026-07-24T05:33:54.926846+00:00,??,canonical,docs
docs/reports/SUPERVISOR_PROGRESS_UPDATE_DETAILED_2026-07-24.tex,tex,24398,2026-07-24T06:11:33.796029+00:00,??,canonical,docs
docs/reports/THESIS_LATEX_BUILD_RECORD.md,md,1630,2026-07-25T05:56:23.705586+00:00,tracked,canonical,docs
docs/reports/THESIS_SUBMISSION_CHECKLIST.md,md,4375,2026-07-25T06:17:02.092450+00:00,tracked,canonical,docs
docs/reports/build/STAGE_A_BASELINE_REPORT.pdf,pdf,1064725,2026-07-16T08:40:48.667923+00:00,untracked,canonical,docs
docs/reports/build/STAGE_A_BASELINE_REPORT.synctex.gz,gz,117616,2026-07-16T08:40:48.668931+00:00,untracked,canonical,docs
docs/reports/build/STAGE_A_EXECUTION_AND_FAILURE_LOG.pdf,pdf,221655,2026-07-16T08:40:46.969275+00:00,untracked,canonical,docs
docs/reports/build/STAGE_A_EXECUTION_AND_FAILURE_LOG.synctex.gz,gz,118883,2026-07-16T08:40:46.970279+00:00,untracked,canonical,docs
docs/studies/ABAQUS_EXTERNALDB_PARALLELIZATION_REVIEW.md,md,3404,2026-07-24T08:13:33.902033+00:00,tracked,canonical,docs
docs/studies/MOLNAR_LC015_H_CONVERGENCE_ACCEPTANCE.md,md,3121,2026-07-20T11:18:53.447363+00:00,tracked,canonical,docs
docs/studies/MOLNAR_LC015_H_CONVERGENCE_PROTOCOL.md,md,4789,2026-07-20T11:18:53.447363+00:00,tracked,canonical,docs
docs/studies/PARALLEL_SHARED_STATE_MAP.md,md,2176,2026-07-24T08:13:33.903438+00:00,tracked,canonical,docs
docs/studies/STAGE_B_ACCEPTANCE_METRICS.md,md,4479,2026-07-20T11:16:52.866564+00:00,tracked,canonical,docs
docs/studies/STAGE_B_HPC_RESOURCE_ESTIMATE.md,md,2864,2026-07-20T11:16:52.867019+00:00,tracked,canonical,docs
docs/studies/STAGE_B_UNIFORM_REFERENCE_PROTOCOL.md,md,10884,2026-07-20T16:03:37.890903+00:00,tracked,canonical,docs
docs/studies/STAGE_C_FIVE_JOB_CAMPAIGN_PLAN.md,md,3663,2026-07-21T06:01:46.114786+00:00,tracked,canonical,docs
docs/studies/STAGE_C_MECHANICAL_EQUIVALENCE_DIAGNOSTIC.md,md,3562,2026-07-21T10:44:18.690260+00:00,tracked,canonical,docs
docs/studies/STAGE_C_MISESERI_PREPARATION_PLAN.md,md,5286,2026-07-21T06:01:46.111555+00:00,tracked,canonical,docs
docs/studies/STAGE_C_SECONDARY_VALIDATION_AND_CRACK_PATH_PLAN.md,md,2390,2026-07-21T06:01:46.118013+00:00,tracked,canonical,docs
docs/studies/STAGE_D2_MINIMAL_ABAQUS_TRANSFER_PLAN.md,md,9036,2026-07-22T09:24:55.935926+00:00,tracked,canonical,docs
docs/studies/STAGE_D3D_A1H0_MECHANICAL_CHECKPOINT_PROTOCOL.md,md,1606,2026-07-24T03:40:53.078421+00:00,tracked,canonical,docs
docs/studies/STAGE_D3D_A1_CHECKPOINT_OBSTACLE_PROTOCOL.md,md,1973,2026-07-24T03:27:16.559237+00:00,tracked,canonical,docs
docs/studies/STAGE_D3D_ACTIVE_SET_CONTINUATION_PROTOCOL.md,md,4656,2026-07-23T13:28:10.809275+00:00,tracked,canonical,docs
docs/studies/STAGE_D3E_UNINTERRUPTED_TARGET_REFERENCE_PROTOCOL.md,md,4030,2026-07-23T13:28:10.809275+00:00,tracked,canonical,docs
docs/studies/STAGE_D3_INTERRUPTED_TRANSFER_PLAN.md,md,7588,2026-07-23T05:40:12.175716+00:00,tracked,canonical,docs
docs/studies/STAGE_D_ANALYTICAL_TRANSFER_PROTOCOL.md,md,1368,2026-07-22T03:20:32.459343+00:00,tracked,canonical,docs
docs/studies/STAGE_D_STATE_TRANSFER_VARIABLE_MAP.md,md,4771,2026-07-22T03:20:23.134109+00:00,tracked,canonical,docs
docs/studies/STAGE_F_MODE_II_BENCHMARK_PROTOCOL.md,md,2340,2026-07-25T06:48:45.236604+00:00,tracked,canonical,docs
docs/thesis/EXTERNALDB_COMMONBLOCK_PARALLELIZATION_STUDY.tex,tex,8125,2026-07-25T05:18:12.085156+00:00,tracked,canonical,docs
docs/thesis/FINAL_CLAIM_MATRIX.md,md,2597,2026-07-25T05:18:12.083754+00:00,tracked,canonical,docs
docs/thesis/FINAL_RECOMMENDATIONS_AND_DECISION_TREE.tex,tex,4343,2026-07-25T06:33:34.320886+00:00,tracked,canonical,docs
docs/thesis/STAGE_A_FIGURE_TABLE_PLAN.md,md,7858,2026-07-20T15:46:59.384290+00:00,tracked,canonical,docs
docs/thesis/STAGE_A_MOLNAR_BENCHMARK_CHAPTER.pdf,pdf,131899,2026-07-18T07:20:34.294657+00:00,tracked,canonical,docs
docs/thesis/STAGE_A_MOLNAR_BENCHMARK_CHAPTER.tex,tex,15888,2026-07-25T06:33:34.336053+00:00,tracked,canonical,docs
docs/thesis/STAGE_A_REPRODUCIBILITY_APPENDIX.pdf,pdf,110398,2026-07-18T07:20:34.226530+00:00,tracked,canonical,docs
docs/thesis/STAGE_A_REPRODUCIBILITY_APPENDIX.tex,tex,8899,2026-07-20T15:47:11.832807+00:00,tracked,canonical,docs
docs/thesis/STAGE_C_OFFLINE_REFINEMENT_CHAPTER.tex,tex,4718,2026-07-25T06:33:34.320886+00:00,tracked,canonical,docs
docs/thesis/STAGE_D3D_A1_CHECKPOINT_CORRECTION_AND_LIMITATION.tex,tex,4264,2026-07-24T04:39:16.903806+00:00,tracked,canonical,docs
docs/thesis/STAGE_D_STATE_TRANSFER_CHAPTER.tex,tex,23588,2026-07-25T06:33:34.336053+00:00,tracked,canonical,docs
docs/thesis/STAGE_D_STATE_TRANSFER_SYNTHESIS.tex,tex,4246,2026-07-24T04:47:54.827371+00:00,tracked,canonical,docs
docs/thesis/THESIS_ABSTRACT.tex,tex,2265,2026-07-25T06:33:09.499556+00:00,tracked,canonical,docs
docs/thesis/THESIS_BIBLIOGRAPHY.tex,tex,1809,2026-07-25T06:33:34.320886+00:00,tracked,canonical,docs
docs/thesis/THESIS_CLOSEOUT_BUILD.tex,tex,669,2026-07-25T06:33:44.525241+00:00,tracked,canonical,docs
docs/thesis/THESIS_FACULTY_BUILD.tex,tex,3490,2026-07-25T06:33:09.499556+00:00,tracked,canonical,docs
docs/thesis/THESIS_KEY_FIGURES.tex,tex,2899,2026-07-25T06:33:09.500691+00:00,tracked,canonical,docs
file_list.csv,csv,2722405,2026-07-25T06:48:56.193577+00:00,??,other,
hpc_access_limits_report.txt,txt,135830,2026-07-15T04:01:33.895631+00:00,untracked,other,
models/README.md,md,182,2026-07-14T06:45:07.263531+00:00,tracked,other,
models/baseline_original/README.md,md,130,2026-07-14T06:45:07.264788+00:00,tracked,canonical,baseline
models/baseline_original/molnar_gravouil_2017/01_One_Element/OneElement.for,for,19964,2016-10-28T05:54:50+00:00,tracked,canonical,baseline
models/baseline_original/molnar_gravouil_2017/01_One_Element/OneElement.inp,inp,4254,2017-02-24T07:57:38+00:00,tracked,canonical,baseline
models/baseline_original/molnar_gravouil_2017/02_Single_Notch_Tension/SingleNotch.for,for,19970,2016-10-28T06:01:12+00:00,tracked,canonical,baseline
models/baseline_original/molnar_gravouil_2017/02_Single_Notch_Tension/SingleNotch.inp,inp,504303,2017-02-24T07:58:36+00:00,tracked,canonical,baseline
models/baseline_original/molnar_gravouil_2017/03_Double_Notch_Tension/DoubleNotch.for,for,19972,2016-10-28T06:01:48+00:00,tracked,canonical,baseline
models/baseline_original/molnar_gravouil_2017/03_Double_Notch_Tension/DoubleNotch.inp,inp,1387058,2017-02-24T07:58:48+00:00,tracked,canonical,baseline
models/baseline_original/molnar_gravouil_2017/04_One_Element_3D/OneElement3D.for,for,24894,2016-10-28T06:00:24+00:00,tracked,canonical,baseline
models/baseline_original/molnar_gravouil_2017/04_One_Element_3D/OneElement3D.inp,inp,4308,2017-02-24T07:59:02+00:00,tracked,canonical,baseline
models/baseline_original/molnar_gravouil_2017/README.md,md,2524,2026-07-14T08:07:57.336980+00:00,tracked,canonical,baseline
models/generated/mode_ii/h0_serial/BENCHMARK_DEFINITION.md,md,1257,2026-07-25T06:46:59.288849+00:00,tracked,generated,models
models/generated/mode_ii/h0_serial/ModeII_H0_serial.for,for,19577,2026-07-25T06:46:59.284768+00:00,tracked,generated,models
models/generated/mode_ii/h0_serial/ModeII_H0_serial.inp,inp,488797,2026-07-25T06:46:59.284768+00:00,tracked,generated,models
models/generated/mode_ii/h0_serial/PACKAGE_MANIFEST.json,json,1482,2026-07-25T06:46:59.288849+00:00,tracked,generated,models
models/generated/mode_ii/h0_serial/README.md,md,684,2026-07-25T06:46:59.288849+00:00,tracked,generated,models
models/generated/mode_ii/h0_serial/STATIC_VALIDATION.json,json,1947,2026-07-25T06:49:00.476600+00:00,tracked,generated,models
models/generated/mode_ii/h0_serial/input_hashes.sha256,sha256,174,2026-07-25T06:46:59.287849+00:00,tracked,generated,models
models/generated/molnar_gravouil_2017/aux_continuum/H0_aux_miseseri/README.md,md,162,2026-07-21T07:25:04.891533+00:00,tracked,generated,models
models/generated/molnar_gravouil_2017/aux_continuum/H0_aux_miseseri/generation_manifest.json,json,367,2026-07-21T07:25:04.891533+00:00,tracked,generated,models
models/generated/molnar_gravouil_2017/aux_continuum/H0_aux_miseseri/input_hashes.sha256,sha256,93,2026-07-21T07:25:04.890533+00:00,tracked,generated,models
models/generated/molnar_gravouil_2017/aux_continuum/H0_aux_miseseri/mesh_elements.csv,csv,93041,2026-07-21T07:25:04.888533+00:00,tracked,generated,models
models/generated/molnar_gravouil_2017/aux_continuum/H0_aux_miseseri/mesh_nodes.csv,csv,118732,2026-07-21T07:25:04.886533+00:00,tracked,generated,models
models/generated/molnar_gravouil_2017/aux_continuum/H0_aux_miseseri/molnar_h0_aux_miseseri.inp,inp,237066,2026-07-21T07:25:04.881524+00:00,tracked,generated,models
models/generated/molnar_gravouil_2017/h_convergence_lc015/H0_exact/IMMUTABLE_SOURCE.md,md,557,2026-07-20T11:38:31.576749+00:00,tracked,generated,models
models/generated/molnar_gravouil_2017/h_convergence_lc015/H0_exact/README.md,md,86,2026-07-20T11:38:33.843575+00:00,tracked,generated,models
models/generated/molnar_gravouil_2017/h_convergence_lc015/H0_exact/SingleNotch.for,for,19386,2026-07-20T11:38:34.210717+00:00,tracked,generated,models
models/generated/molnar_gravouil_2017/h_convergence_lc015/H0_exact/SingleNotch.inp,inp,488307,2026-07-20T11:38:34.205116+00:00,tracked,generated,models
models/generated/molnar_gravouil_2017/h_convergence_lc015/H0_exact/generation_manifest.json,json,1024,2026-07-20T11:38:34.212545+00:00,tracked,generated,models
models/generated/molnar_gravouil_2017/h_convergence_lc015/H0_exact/input_hashes.sha256,sha256,164,2026-07-20T11:38:34.210717+00:00,tracked,generated,models
models/generated/molnar_gravouil_2017/h_convergence_lc015/H0_exact/mesh_image.png,png,374181,2026-07-20T11:38:33.831505+00:00,tracked,generated,models
models/generated/molnar_gravouil_2017/h_convergence_lc015/H0_exact/mesh_statistics.csv,csv,870,2026-07-20T11:38:33.831505+00:00,tracked,generated,models
models/generated/molnar_gravouil_2017/h_convergence_lc015/H1_h0025/H1_h0025.for,for,19388,2026-07-20T11:27:26.965957+00:00,tracked,generated,models
models/generated/molnar_gravouil_2017/h_convergence_lc015/H1_h0025/H1_h0025.inp,inp,1513209,2026-07-20T11:27:26.965957+00:00,tracked,generated,models
models/generated/molnar_gravouil_2017/h_convergence_lc015/H1_h0025/README.md,md,133,2026-07-20T11:27:32.093592+00:00,tracked,generated,models
models/generated/molnar_gravouil_2017/h_convergence_lc015/H1_h0025/SOURCE_N_ELEM_DIFF.md,md,491,2026-07-20T11:27:26.965957+00:00,tracked,generated,models
models/generated/molnar_gravouil_2017/h_convergence_lc015/H1_h0025/generation_manifest.json,json,1769,2026-07-20T11:27:27.047907+00:00,tracked,generated,models
